HEADER	Coordinates at Step 0
ATOM	0	C	A A	1	-5.1020002365112305	4.185999870300293	5.804999828338623	0.0	1.0	12.0	1.75	0.0
ATOM	1	C	A A	1	-5.13700008392334	2.8519999980926514	5.031000137329102	0.0	1.0	12.0	1.75	0.0
ATOM	2	H	A A	1	-5.361000061035156	3.930999994277954	6.6620001792907715	0.0	1.0	12.0	1.75	0.0
ATOM	3	H	A A	1	-4.2220001220703125	4.579999923706055	5.75600004196167	0.0	1.0	12.0	1.75	0.0
ATOM	4	H	A A	1	-5.698999881744385	4.934999942779541	5.413000106811523	0.0	1.0	12.0	1.75	0.0
ATOM	5	H	A A	1	-5.951000213623047	2.3519999980926514	5.129000186920166	0.0	1.0	12.0	1.75	0.0
ATOM	6	H	A A	1	-4.97599983215332	3.0929999351501465	4.0229997634887695	0.0	1.0	12.0	1.75	0.0
ATOM	7	H	A A	1	-4.422999858856201	2.1600000858306885	5.208000183105469	0.0	1.0	12.0	1.75	0.0
ATOM	8	C	A B	1	-0.1379999965429306	5.446000099182129	-0.421999990940094	0.0	1.0	12.0	1.75	0.0
ATOM	9	C	A B	1	-1.437999963760376	5.573999881744385	-1.2089999914169312	0.0	1.0	12.0	1.75	0.0
ATOM	10	H	A B	1	-0.2409999966621399	5.295000076293945	0.5559999942779541	0.0	1.0	12.0	1.75	0.0
ATOM	11	H	A B	1	0.421999990940094	4.730999946594238	-0.8209999799728394	0.0	1.0	12.0	1.75	0.0
ATOM	12	H	A B	1	0.41600000858306885	6.245999813079834	-0.5249999761581421	0.0	1.0	12.0	1.75	0.0
ATOM	13	H	A B	1	-1.3259999752044678	5.736000061035156	-2.2179999351501465	0.0	1.0	12.0	1.75	0.0
ATOM	14	H	A B	1	-1.9149999618530273	4.64300012588501	-1.093000054359436	0.0	1.0	12.0	1.75	0.0
ATOM	15	H	A B	1	-1.9830000400543213	6.317999839782715	-1.0089999437332153	0.0	1.0	12.0	1.75	0.0
ATOM	16	C	A C	1	3.0880000591278076	-3.9719998836517334	8.020000457763672	0.0	1.0	12.0	1.75	0.0
ATOM	17	C	A C	1	3.318000078201294	-3.2720000743865967	6.668000221252441	0.0	1.0	12.0	1.75	0.0
ATOM	18	H	A C	1	2.0950000286102295	-3.9240000247955322	8.270999908447266	0.0	1.0	12.0	1.75	0.0
ATOM	19	H	A C	1	3.3919999599456787	-4.900000095367432	7.894000053405762	0.0	1.0	12.0	1.75	0.0
ATOM	20	H	A C	1	3.746999979019165	-3.6059999465942383	8.666000366210938	0.0	1.0	12.0	1.75	0.0
ATOM	21	H	A C	1	3.0160000324249268	-2.3299999237060547	6.923999786376953	0.0	1.0	12.0	1.75	0.0
ATOM	22	H	A C	1	4.2789998054504395	-3.25600004196167	6.473999977111816	0.0	1.0	12.0	1.75	0.0
ATOM	23	H	A C	1	2.7960000038146973	-3.628999948501587	5.927999973297119	0.0	1.0	12.0	1.75	0.0
ATOM	24	C	A D	1	4.623000144958496	-5.364999771118164	-1.1610000133514404	0.0	1.0	12.0	1.75	0.0
ATOM	25	C	A D	1	4.372000217437744	-4.75600004196167	0.2879999876022339	0.0	1.0	12.0	1.75	0.0
ATOM	26	H	A D	1	3.990000009536743	-4.965000152587891	-1.7829999923706055	0.0	1.0	12.0	1.75	0.0
ATOM	27	H	A D	1	5.5269999504089355	-5.150000095367432	-1.5180000066757202	0.0	1.0	12.0	1.75	0.0
ATOM	28	H	A D	1	4.604000091552734	-6.330999851226807	-1.11899995803833	0.0	1.0	12.0	1.75	0.0
ATOM	29	H	A D	1	4.801000118255615	-5.229000091552734	1.0820000171661377	0.0	1.0	12.0	1.75	0.0
ATOM	30	H	A D	1	4.716000080108643	-3.7880001068115234	0.23000000417232513	0.0	1.0	12.0	1.75	0.0
ATOM	31	H	A D	1	3.3940000534057617	-4.750999927520752	0.5529999732971191	0.0	1.0	12.0	1.75	0.0
ATOM	32	C	A E	1	1.4240000247955322	2.2219998836517334	-8.28600025177002	0.0	1.0	12.0	1.75	0.0
ATOM	33	C	A E	1	-0.08699999749660492	2.490999937057495	-8.46399974822998	0.0	1.0	12.0	1.75	0.0
ATOM	34	H	A E	1	1.6059999465942383	2.809000015258789	-7.479000091552734	0.0	1.0	12.0	1.75	0.0
ATOM	35	H	A E	1	1.406999945640564	1.2309999465942383	-8.107999801635742	0.0	1.0	12.0	1.75	0.0
ATOM	36	H	A E	1	2.0160000324249268	2.552000045776367	-9.057000160217285	0.0	1.0	12.0	1.75	0.0
ATOM	37	H	A E	1	-0.5379999876022339	2.868000030517578	-7.683000087738037	0.0	1.0	12.0	1.75	0.0
ATOM	38	H	A E	1	-0.2750000059604645	3.0920000076293945	-9.229000091552734	0.0	1.0	12.0	1.75	0.0
ATOM	39	H	A E	1	-0.5509999990463257	1.6490000486373901	-8.718999862670898	0.0	1.0	12.0	1.75	0.0
HEADER	Coordinates at Step 1
ATOM	0	C	A A	1	-5.102000236593677	4.185999870425177	5.804999827874992	0.0	1.0	12.0	1.75	0.0
ATOM	1	C	A A	1	-5.137000083567563	2.851999998143517	5.031000136792141	0.0	1.0	12.0	1.75	0.0
ATOM	2	H	A A	1	-5.361000061084782	3.9309999942762244	6.662000179628439	0.0	1.0	12.0	1.75	0.0
ATOM	3	H	A A	1	-4.222000121804007	4.579999923716067	5.756000041914892	0.0	1.0	12.0	1.75	0.0
ATOM	4	H	A A	1	-5.698999881663447	4.934999942580986	5.413000106815735	0.0	1.0	12.0	1.75	0.0
